Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes
59004988,2021-12-24,2022-01-02,2021,DDoS,Drive-by Download,Unpatched VPN,Unusual Activity Detection,Email System,High,MFA Implemented,USA,UAE,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.
87DA225F,2022-03-01,2022-03-04,2022,DDoS,Compromised Vendor,Zero-Day Vulnerability,Threat Intelligence Feed,Cloud Storage,Medium,MFA Implemented,Iran,Russia,Banking,Emails,Automated synthetic breach entry for research dataset.
DB1A0923,2020-07-02,2020-07-03,2020,API Exploit,Email Phishing,CVE-2021-44228 (Log4j),SIEM Alert,Email System,Low,MFA Implemented,Canada,Spain,Education,User Tokens,Automated synthetic breach entry for research dataset.
19809871,2018-03-18,2018-03-28,2018,API Exploit,Email Phishing,Outdated Firewall,Intrusion Detection System,Endpoint Devices,High,Firewall Updated,Spain,Canada,Energy,User Tokens,Automated synthetic breach entry for research dataset.
9CE87515,2021-12-18,2021-12-25,2021,Malware Injection,Web Exploit,Unsecured API,Threat Intelligence Feed,Payment Server,Low,Backups Restored,USA,Pakistan,Transportation,Customer Data,Automated synthetic breach entry for research dataset.
8F4668E8,2020-07-20,2020-07-25,2020,Zero-Day Exploit,Compromised Vendor,Weak Password Policy,Unusual Activity Detection,Database,Critical,Patch Applied,China,China,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.
746B5D6F,2019-04-19,2019-04-28,2019,Malware Injection,Web Exploit,Unsecured API,Threat Intelligence Feed,Endpoint Devices,Critical,Patch Applied,Pakistan,Spain,Government,User Tokens,Automated synthetic breach entry for research dataset.
B4A3298A,2015-11-13,2015-11-19,2015,SQL Injection,Compromised Vendor,Unsecured API,External Audit,Endpoint Devices,High,Malware Removal,Australia,USA,Retail,Customer Data,Automated synthetic breach entry for research dataset.
3FB3878C,2016-08-05,2016-08-06,2016,SQL Injection,Social Engineering,Weak Password Policy,Threat Intelligence Feed,IoT Devices,High,Firewall Updated,Italy,Canada,Energy,Internal Documents,Automated synthetic breach entry for research dataset.
E025B2BC,2016-02-04,2016-02-12,2016,DDoS,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Payment Server,Medium,Patch Applied,UK,Netherlands,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.
C7369C0F,2018-07-05,2018-07-09,2018,Malware Injection,Remote Desktop (RDP),Outdated Firewall,Threat Intelligence Feed,Web Server,Medium,Patch Applied,USA,Brazil,Education,Transaction Logs,Automated synthetic breach entry for research dataset.
FDEE8131,2025-10-21,2025-11-01,2025,Malware Injection,Remote Desktop (RDP),Weak Password Policy,External Audit,Endpoint Devices,Critical,MFA Implemented,USA,Japan,Education,System Configurations,Automated synthetic breach entry for research dataset.
34970397,2021-07-03,2021-07-14,2021,Cloud Misconfiguration,Drive-by Download,Weak Password Policy,SIEM Alert,Web Server,High,Traffic Filtering,Iran,China,Telecom,Emails,Automated synthetic breach entry for research dataset.
8CDC84A9,2025-08-08,2025-08-10,2025,Ransomware,Drive-by Download,SQL Injection Flaw,Firewall Logs,Cloud Storage,High,Backups Restored,Germany,Brazil,Transportation,Emails,Automated synthetic breach entry for research dataset.
415ED9EE,2024-02-17,2024-02-29,2024,Insider Threat,USB Infection,Unsecured API,Threat Intelligence Feed,Payment Server,Low,Backups Restored,USA,South Korea,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.
530AFF71,2025-07-16,2025-07-24,2025,Cloud Misconfiguration,Email Phishing,Unpatched VPN,Threat Intelligence Feed,Cloud Storage,Low,Patch Applied,Japan,Netherlands,Healthcare,Employee Records,Automated synthetic breach entry for research dataset.
A54369A1,2015-10-25,2015-10-26,2015,API Exploit,USB Infection,Unsecured API,Unusual Activity Detection,Email System,Low,Malware Removal,Pakistan,Russia,Telecom,Passwords,Automated synthetic breach entry for research dataset.
C8F4D4F0,2018-06-11,2018-06-17,2018,Zero-Day Exploit,Drive-by Download,Unpatched VPN,Unusual Activity Detection,Internal Network,Medium,Zero-Day Patch,Brazil,Nigeria,Banking,System Configurations,Automated synthetic breach entry for research dataset.
2C16FCA9,2017-06-30,2017-07-10,2017,Insider Threat,USB Infection,SQL Injection Flaw,SIEM Alert,Database,Critical,Malware Removal,Brazil,Australia,Telecom,Employee Records,Automated synthetic breach entry for research dataset.
3E74CC93,2019-07-14,2019-07-21,2019,Ransomware,USB Infection,CVE-2021-44228 (Log4j),Unusual Activity Detection,Payment Server,Critical,MFA Implemented,France,UAE,Telecom,System Configurations,Automated synthetic breach entry for research dataset.
1C91A60E,2019-02-05,2019-02-16,2019,SQL Injection,Compromised Vendor,Unsecured API,SIEM Alert,Internal Network,High,Backups Restored,India,Spain,Energy,User Tokens,Automated synthetic breach entry for research dataset.
5505D072,2019-01-27,2019-02-01,2019,Malware Injection,Remote Desktop (RDP),Zero-Day Vulnerability,User Reported,Payment Server,Low,Firewall Updated,Australia,Canada,Energy,System Configurations,Automated synthetic breach entry for research dataset.
41908B4B,2019-07-28,2019-07-29,2019,Ransomware,Cloud Misconfiguration,Misconfigured S3 Bucket,User Reported,Endpoint Devices,Critical,Traffic Filtering,France,Australia,Finance,Passwords,Automated synthetic breach entry for research dataset.
31F82C1D,2023-06-01,2023-06-13,2023,Phishing,Web Exploit,Unpatched VPN,External Audit,Payment Server,Critical,Patch Applied,Germany,Iran,Government,Internal Documents,Automated synthetic breach entry for research dataset.
09E44FE4,2025-06-14,2025-06-23,2025,Phishing,Remote Desktop (RDP),CVE-2021-44228 (Log4j),User Reported,Database,Medium,System Isolation,Brazil,UAE,Transportation,Emails,Automated synthetic breach entry for research dataset.
B34CFF6C,2024-02-18,2024-02-19,2024,Malware Injection,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Payment Server,High,Malware Removal,Japan,Canada,Energy,Emails,Automated synthetic breach entry for research dataset.
2B1A77DB,2015-10-08,2015-10-18,2015,Zero-Day Exploit,Malicious Link,Privilege Escalation Bug,Threat Intelligence Feed,Database,Low,Zero-Day Patch,Spain,UAE,Retail,Customer Data,Automated synthetic breach entry for research dataset.
8409083B,2019-03-01,2019-03-08,2019,DDoS,Cloud Misconfiguration,SQL Injection Flaw,Threat Intelligence Feed,Web Server,Critical,Malware Removal,Australia,Australia,Energy,Financial Logs,Automated synthetic breach entry for research dataset.
07906668,2018-07-08,2018-07-09,2018,Zero-Day Exploit,Cloud Misconfiguration,Unsecured API,User Reported,Internal Network,Critical,System Isolation,USA,Spain,Telecom,Customer Data,Automated synthetic breach entry for research dataset.
3BF52B0D,2016-08-08,2016-08-09,2016,DDoS,Drive-by Download,Zero-Day Vulnerability,External Audit,Endpoint Devices,Low,MFA Implemented,Japan,India,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.
063207F1,2015-07-01,2015-07-09,2015,Phishing,Cloud Misconfiguration,Privilege Escalation Bug,SIEM Alert,Web Server,High,Malware Removal,Italy,Iran,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.
4A067BE8,2024-05-13,2024-05-16,2024,Zero-Day Exploit,Email Phishing,Privilege Escalation Bug,Threat Intelligence Feed,Web Server,Critical,Firewall Updated,UK,Canada,Telecom,System Configurations,Automated synthetic breach entry for research dataset.
75EC2966,2020-02-06,2020-02-10,2020,Insider Threat,Drive-by Download,Outdated Firewall,Threat Intelligence Feed,Internal Network,Low,Patch Applied,India,Italy,Healthcare,System Configurations,Automated synthetic breach entry for research dataset.
F6447E2A,2025-06-12,2025-06-15,2025,API Exploit,Web Exploit,CVE-2021-44228 (Log4j),External Audit,Web Server,Critical,Firewall Updated,France,UAE,Finance,Emails,Automated synthetic breach entry for research dataset.
BBE6EA8A,2015-08-07,2015-08-13,2015,API Exploit,Malicious Link,Outdated Firewall,Intrusion Detection System,Endpoint Devices,Low,MFA Implemented,Russia,Nigeria,Manufacturing,Customer Data,Automated synthetic breach entry for research dataset.
184E01F5,2021-02-20,2021-03-01,2021,Cloud Misconfiguration,Email Phishing,Unsecured API,External Audit,IoT Devices,High,System Isolation,USA,Brazil,Transportation,Medical Records,Automated synthetic breach entry for research dataset.
B8A4CFD2,2018-10-05,2018-10-14,2018,DDoS,Web Exploit,Unpatched VPN,Threat Intelligence Feed,IoT Devices,Low,Traffic Filtering,South Korea,Nigeria,Tech,Medical Records,Automated synthetic breach entry for research dataset.
19E45D22,2023-12-05,2023-12-14,2023,Phishing,Remote Desktop (RDP),Misconfigured S3 Bucket,SIEM Alert,Database,High,Backups Restored,Brazil,Italy,Energy,Emails,Automated synthetic breach entry for research dataset.
E323A0CA,2015-09-21,2015-09-29,2015,Zero-Day Exploit,Malicious Link,Misconfigured S3 Bucket,Intrusion Detection System,Internal Network,Low,Firewall Updated,Australia,Nigeria,Energy,System Configurations,Automated synthetic breach entry for research dataset.
8B4F6723,2022-03-01,2022-03-08,2022,Malware Injection,Social Engineering,Outdated Firewall,Intrusion Detection System,Internal Network,Low,System Isolation,UK,India,Healthcare,Emails,Automated synthetic breach entry for research dataset.
11459108,2025-07-20,2025-07-26,2025,Ransomware,Email Phishing,Zero-Day Vulnerability,Threat Intelligence Feed,Cloud Storage,Medium,Zero-Day Patch,South Korea,Germany,Banking,User Tokens,Automated synthetic breach entry for research dataset.
B6DFF1FA,2019-07-04,2019-07-10,2019,DDoS,Drive-by Download,Outdated Firewall,External Audit,Database,Medium,Firewall Updated,Australia,Netherlands,Education,Transaction Logs,Automated synthetic breach entry for research dataset.
59B6C129,2018-11-26,2018-12-03,2018,Ransomware,Cloud Misconfiguration,CVE-2021-44228 (Log4j),User Reported,Internal Network,High,System Isolation,Canada,UK,Manufacturing,Medical Records,Automated synthetic breach entry for research dataset.
D6B65D1E,2022-07-08,2022-07-13,2022,Insider Threat,Malicious Link,Unpatched VPN,Threat Intelligence Feed,Endpoint Devices,Low,Employee Terminated,Nigeria,Germany,Telecom,Customer Data,Automated synthetic breach entry for research dataset.
788A4857,2023-07-11,2023-07-19,2023,Zero-Day Exploit,Remote Desktop (RDP),CVE-2021-44228 (Log4j),External Audit,Internal Network,Medium,Zero-Day Patch,USA,Italy,Healthcare,Financial Logs,Automated synthetic breach entry for research dataset.
4EB547A2,2017-12-15,2017-12-26,2017,Supply Chain Attack,Web Exploit,Misconfigured S3 Bucket,External Audit,Email System,Medium,Key Rotation,Germany,Nigeria,Energy,Medical Records,Automated synthetic breach entry for research dataset.
DBE3BC76,2022-11-16,2022-11-20,2022,DDoS,Compromised Vendor,Zero-Day Vulnerability,Unusual Activity Detection,Cloud Storage,Low,System Isolation,Australia,South Korea,Finance,Customer Data,Automated synthetic breach entry for research dataset.
51DFD1C0,2019-09-28,2019-10-03,2019,API Exploit,Social Engineering,Outdated Firewall,Firewall Logs,Internal Network,Critical,Firewall Updated,Iran,Nigeria,Banking,Internal Documents,Automated synthetic breach entry for research dataset.
293DB467,2023-12-07,2023-12-18,2023,Supply Chain Attack,Email Phishing,Zero-Day Vulnerability,User Reported,Payment Server,High,Firewall Updated,Canada,UK,Banking,Medical Records,Automated synthetic breach entry for research dataset.
7D66A292,2024-03-15,2024-03-20,2024,Supply Chain Attack,Drive-by Download,Outdated Firewall,User Reported,Web Server,Low,Firewall Updated,Germany,South Korea,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.
01DA2757,2023-06-07,2023-06-12,2023,Malware Injection,Social Engineering,SQL Injection Flaw,External Audit,Cloud Storage,Critical,Traffic Filtering,Spain,Nigeria,Manufacturing,Emails,Automated synthetic breach entry for research dataset.
182BCB39,2025-06-08,2025-06-19,2025,Zero-Day Exploit,Social Engineering,Privilege Escalation Bug,Firewall Logs,Payment Server,Low,Employee Terminated,Russia,UK,Transportation,Financial Logs,Automated synthetic breach entry for research dataset.
4E26D245,2016-01-07,2016-01-19,2016,Malware Injection,Web Exploit,Outdated Firewall,External Audit,Internal Network,Low,MFA Implemented,UK,Brazil,Manufacturing,Financial Logs,Automated synthetic breach entry for research dataset.
6434B7E3,2024-08-30,2024-09-02,2024,Ransomware,Cloud Misconfiguration,Privilege Escalation Bug,Intrusion Detection System,Cloud Storage,Critical,Malware Removal,Australia,USA,Tech,Financial Logs,Automated synthetic breach entry for research dataset.
BBED4209,2017-04-20,2017-04-27,2017,Insider Threat,USB Infection,Privilege Escalation Bug,Firewall Logs,Endpoint Devices,Critical,Malware Removal,Australia,Canada,Finance,Passwords,Automated synthetic breach entry for research dataset.
F2F72CAC,2018-04-26,2018-05-05,2018,Ransomware,Email Phishing,Unpatched VPN,Intrusion Detection System,Internal Network,Medium,Zero-Day Patch,Netherlands,Pakistan,Education,Financial Logs,Automated synthetic breach entry for research dataset.
03BEE5C5,2019-09-15,2019-09-23,2019,Malware Injection,Remote Desktop (RDP),Misconfigured S3 Bucket,Unusual Activity Detection,Internal Network,Medium,Traffic Filtering,China,USA,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.
B2DD9194,2018-03-24,2018-04-02,2018,Cloud Misconfiguration,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Web Server,Critical,Key Rotation,Germany,Netherlands,Finance,Internal Documents,Automated synthetic breach entry for research dataset.
8D62DD1F,2025-10-02,2025-10-04,2025,SQL Injection,Email Phishing,Weak Password Policy,User Reported,Internal Network,Low,Zero-Day Patch,China,Netherlands,Education,Emails,Automated synthetic breach entry for research dataset.
CFF04DD3,2021-08-10,2021-08-14,2021,Insider Threat,USB Infection,Zero-Day Vulnerability,Threat Intelligence Feed,Web Server,Low,Backups Restored,Russia,USA,Education,Financial Logs,Automated synthetic breach entry for research dataset.
97D85A94,2024-02-09,2024-02-12,2024,DDoS,Remote Desktop (RDP),Misconfigured S3 Bucket,User Reported,Email System,Low,MFA Implemented,Germany,France,Government,User Tokens,Automated synthetic breach entry for research dataset.
AFD760E1,2019-03-21,2019-03-25,2019,Ransomware,Drive-by Download,Outdated Firewall,Firewall Logs,Internal Network,Medium,Zero-Day Patch,USA,Italy,Education,Financial Logs,Automated synthetic breach entry for research dataset.
AF10189C,2020-09-04,2020-09-16,2020,Cloud Misconfiguration,USB Infection,Privilege Escalation Bug,Unusual Activity Detection,Web Server,Critical,MFA Implemented,UAE,Italy,Education,Transaction Logs,Automated synthetic breach entry for research dataset.
5D6B40C1,2024-01-19,2024-01-24,2024,Ransomware,Email Phishing,SQL Injection Flaw,Firewall Logs,Internal Network,Low,Firewall Updated,Netherlands,Pakistan,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.
53CD07DC,2022-09-03,2022-09-08,2022,Supply Chain Attack,Cloud Misconfiguration,Unsecured API,External Audit,Endpoint Devices,High,Zero-Day Patch,Pakistan,Pakistan,Banking,User Tokens,Automated synthetic breach entry for research dataset.
3ECADDFA,2020-03-10,2020-03-16,2020,Insider Threat,USB Infection,Weak Password Policy,Unusual Activity Detection,Internal Network,Critical,Patch Applied,Germany,India,Energy,Emails,Automated synthetic breach entry for research dataset.
5AF976CD,2022-04-08,2022-04-13,2022,Cloud Misconfiguration,USB Infection,Zero-Day Vulnerability,Threat Intelligence Feed,Internal Network,Low,MFA Implemented,India,Pakistan,Banking,Medical Records,Automated synthetic breach entry for research dataset.
9048DEDF,2024-08-20,2024-09-01,2024,Supply Chain Attack,Malicious Link,Outdated Firewall,Intrusion Detection System,Web Server,High,Patch Applied,Iran,China,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.
F9E34470,2016-03-03,2016-03-07,2016,API Exploit,Drive-by Download,Outdated Firewall,User Reported,Email System,High,Traffic Filtering,Russia,Iran,Tech,System Configurations,Automated synthetic breach entry for research dataset.
F69DE049,2020-12-24,2020-12-30,2020,API Exploit,Web Exploit,Unsecured API,External Audit,IoT Devices,Critical,MFA Implemented,UK,South Korea,Finance,Passwords,Automated synthetic breach entry for research dataset.
075D69A3,2021-12-17,2021-12-28,2021,Phishing,Web Exploit,Zero-Day Vulnerability,Firewall Logs,Endpoint Devices,High,MFA Implemented,Spain,Iran,Government,Medical Records,Automated synthetic breach entry for research dataset.
C532A4C1,2015-07-16,2015-07-18,2015,SQL Injection,Drive-by Download,Weak Password Policy,External Audit,Database,Low,System Isolation,Canada,Iran,Finance,Emails,Automated synthetic breach entry for research dataset.
E2F203FC,2017-12-03,2017-12-13,2017,Malware Injection,USB Infection,SQL Injection Flaw,Intrusion Detection System,Cloud Storage,Critical,Key Rotation,Japan,France,Finance,Medical Records,Automated synthetic breach entry for research dataset.
90A7C3BF,2024-08-10,2024-08-17,2024,Insider Threat,Email Phishing,SQL Injection Flaw,Unusual Activity Detection,Web Server,High,Malware Removal,USA,South Korea,Government,Employee Records,Automated synthetic breach entry for research dataset.
007B502B,2017-08-23,2017-08-31,2017,Phishing,Web Exploit,Privilege Escalation Bug,Intrusion Detection System,IoT Devices,High,Malware Removal,Nigeria,Netherlands,Retail,Internal Documents,Automated synthetic breach entry for research dataset.
209A5A86,2023-02-09,2023-02-16,2023,API Exploit,Web Exploit,Outdated Firewall,SIEM Alert,IoT Devices,Critical,Employee Terminated,India,USA,Tech,Internal Documents,Automated synthetic breach entry for research dataset.
49D5D3A9,2024-11-09,2024-11-20,2024,Supply Chain Attack,Web Exploit,Unpatched VPN,SIEM Alert,Database,Low,System Isolation,France,Canada,Telecom,Emails,Automated synthetic breach entry for research dataset.
BC5351E2,2016-08-06,2016-08-18,2016,Ransomware,Social Engineering,Zero-Day Vulnerability,Firewall Logs,Web Server,High,Traffic Filtering,Japan,Nigeria,Manufacturing,Financial Logs,Automated synthetic breach entry for research dataset.
40C2E515,2025-10-11,2025-10-15,2025,Ransomware,Web Exploit,SQL Injection Flaw,SIEM Alert,Internal Network,High,Key Rotation,South Korea,UAE,Energy,Financial Logs,Automated synthetic breach entry for research dataset.
5BDA7D53,2016-03-08,2016-03-15,2016,SQL Injection,Drive-by Download,CVE-2021-44228 (Log4j),Threat Intelligence Feed,Database,High,Key Rotation,Italy,Germany,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.
DB7F890B,2016-10-18,2016-10-23,2016,Ransomware,Email Phishing,Privilege Escalation Bug,External Audit,Payment Server,Low,Key Rotation,Russia,India,Energy,Internal Documents,Automated synthetic breach entry for research dataset.
1E126348,2017-10-27,2017-10-31,2017,Zero-Day Exploit,Drive-by Download,SQL Injection Flaw,Unusual Activity Detection,IoT Devices,Critical,Employee Terminated,USA,Pakistan,Retail,User Tokens,Automated synthetic breach entry for research dataset.
5E99944A,2021-01-15,2021-01-24,2021,DDoS,Compromised Vendor,Unpatched VPN,Threat Intelligence Feed,Cloud Storage,High,Employee Terminated,Netherlands,Japan,Transportation,System Configurations,Automated synthetic breach entry for research dataset.
610E5A47,2017-11-23,2017-11-28,2017,Supply Chain Attack,Cloud Misconfiguration,Outdated Firewall,Unusual Activity Detection,Payment Server,Low,System Isolation,UK,France,Government,Medical Records,Automated synthetic breach entry for research dataset.
24D59E4E,2019-05-03,2019-05-11,2019,DDoS,Web Exploit,CVE-2021-44228 (Log4j),SIEM Alert,Payment Server,Medium,Patch Applied,Iran,USA,Telecom,System Configurations,Automated synthetic breach entry for research dataset.
247AE8B3,2025-04-20,2025-04-23,2025,Cloud Misconfiguration,Drive-by Download,Weak Password Policy,User Reported,IoT Devices,Medium,MFA Implemented,India,Netherlands,Transportation,Customer Data,Automated synthetic breach entry for research dataset.
3FA99F04,2020-01-09,2020-01-19,2020,DDoS,Remote Desktop (RDP),Outdated Firewall,SIEM Alert,Email System,High,Patch Applied,Pakistan,Netherlands,Transportation,System Configurations,Automated synthetic breach entry for research dataset.
15F24BED,2023-02-27,2023-03-11,2023,Ransomware,USB Infection,Zero-Day Vulnerability,Intrusion Detection System,Endpoint Devices,Medium,Traffic Filtering,Japan,Iran,Tech,User Tokens,Automated synthetic breach entry for research dataset.
5A40858B,2022-11-11,2022-11-15,2022,Malware Injection,Social Engineering,CVE-2021-44228 (Log4j),Firewall Logs,Database,High,Firewall Updated,Brazil,India,Transportation,Customer Data,Automated synthetic breach entry for research dataset.
5E795A14,2015-04-19,2015-05-01,2015,SQL Injection,Web Exploit,Zero-Day Vulnerability,SIEM Alert,Payment Server,Medium,Zero-Day Patch,Iran,France,Banking,System Configurations,Automated synthetic breach entry for research dataset.
A4D76276,2017-09-10,2017-09-18,2017,Malware Injection,Drive-by Download,Weak Password Policy,Threat Intelligence Feed,Endpoint Devices,High,Employee Terminated,South Korea,Japan,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.
B2405339,2025-02-24,2025-03-02,2025,SQL Injection,USB Infection,Unsecured API,External Audit,Database,Medium,Firewall Updated,Brazil,South Korea,Finance,Financial Logs,Automated synthetic breach entry for research dataset.
1EBE6F06,2023-04-28,2023-05-07,2023,Malware Injection,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Firewall Logs,Cloud Storage,Low,Key Rotation,South Korea,Australia,Tech,Internal Documents,Automated synthetic breach entry for research dataset.
E5959DF4,2023-10-25,2023-10-29,2023,Malware Injection,Remote Desktop (RDP),Outdated Firewall,Intrusion Detection System,Email System,Critical,Traffic Filtering,Netherlands,Spain,Telecom,Medical Records,Automated synthetic breach entry for research dataset.
4C949565,2019-06-29,2019-07-10,2019,Cloud Misconfiguration,Email Phishing,Misconfigured S3 Bucket,Unusual Activity Detection,Payment Server,Medium,Firewall Updated,Brazil,Canada,Retail,Financial Logs,Automated synthetic breach entry for research dataset.
B3219F91,2016-10-20,2016-10-27,2016,API Exploit,Compromised Vendor,Outdated Firewall,External Audit,Email System,Medium,System Isolation,China,Iran,Education,Passwords,Automated synthetic breach entry for research dataset.
4D45CD9B,2015-10-12,2015-10-19,2015,Cloud Misconfiguration,Email Phishing,Unpatched VPN,Threat Intelligence Feed,Internal Network,Critical,Key Rotation,Netherlands,Pakistan,Tech,User Tokens,Automated synthetic breach entry for research dataset.
72408EC9,2017-02-16,2017-02-23,2017,Supply Chain Attack,Email Phishing,CVE-2021-44228 (Log4j),External Audit,Payment Server,Low,Backups Restored,USA,Canada,Transportation,Medical Records,Automated synthetic breach entry for research dataset.
A955542C,2019-03-30,2019-04-05,2019,API Exploit,Remote Desktop (RDP),Privilege Escalation Bug,Firewall Logs,Endpoint Devices,Critical,Zero-Day Patch,Netherlands,Netherlands,Tech,System Configurations,Automated synthetic breach entry for research dataset.
CBC32458,2015-09-04,2015-09-11,2015,Ransomware,Compromised Vendor,Privilege Escalation Bug,Unusual Activity Detection,Endpoint Devices,High,Employee Terminated,Nigeria,Russia,Telecom,Customer Data,Automated synthetic breach entry for research dataset.
C6538843,2015-08-16,2015-08-18,2015,SQL Injection,USB Infection,Misconfigured S3 Bucket,Intrusion Detection System,IoT Devices,Low,Patch Applied,Pakistan,Pakistan,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.
0E2A2ED2,2018-08-31,2018-09-01,2018,API Exploit,Email Phishing,Privilege Escalation Bug,External Audit,Email System,Critical,Employee Terminated,Australia,Germany,Retail,Customer Data,Automated synthetic breach entry for research dataset.
C6BBF22F,2017-04-24,2017-05-04,2017,Insider Threat,USB Infection,CVE-2021-44228 (Log4j),Unusual Activity Detection,Email System,Low,MFA Implemented,China,UAE,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.
40B6B733,2024-10-26,2024-11-05,2024,Supply Chain Attack,Malicious Link,Unpatched VPN,Unusual Activity Detection,Email System,High,Employee Terminated,South Korea,Brazil,Banking,Customer Data,Automated synthetic breach entry for research dataset.
B14C9FC7,2022-12-16,2022-12-24,2022,Insider Threat,Remote Desktop (RDP),Outdated Firewall,Unusual Activity Detection,Payment Server,Medium,System Isolation,Pakistan,Japan,Tech,User Tokens,Automated synthetic breach entry for research dataset.
175EA8F3,2023-08-14,2023-08-16,2023,Zero-Day Exploit,Malicious Link,Outdated Firewall,Threat Intelligence Feed,Database,Critical,Patch Applied,Netherlands,Nigeria,Government,System Configurations,Automated synthetic breach entry for research dataset.
614FDF0D,2018-04-17,2018-04-19,2018,Supply Chain Attack,Email Phishing,Weak Password Policy,SIEM Alert,Cloud Storage,High,System Isolation,Nigeria,UK,Telecom,Employee Records,Automated synthetic breach entry for research dataset.
5B501C24,2019-06-01,2019-06-07,2019,Cloud Misconfiguration,Malicious Link,Unsecured API,User Reported,IoT Devices,High,Key Rotation,India,Russia,Government,Internal Documents,Automated synthetic breach entry for research dataset.
391FD76B,2018-10-02,2018-10-05,2018,Supply Chain Attack,Drive-by Download,CVE-2021-44228 (Log4j),Threat Intelligence Feed,Email System,Low,Traffic Filtering,USA,Nigeria,Healthcare,Transaction Logs,Automated synthetic breach entry for research dataset.
B1F46CF2,2016-10-23,2016-11-04,2016,Phishing,Web Exploit,Unsecured API,SIEM Alert,Payment Server,Low,Backups Restored,Italy,India,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.
7A64E8D3,2018-07-07,2018-07-12,2018,Ransomware,Drive-by Download,Weak Password Policy,SIEM Alert,Web Server,Medium,Backups Restored,Pakistan,Spain,Manufacturing,Employee Records,Automated synthetic breach entry for research dataset.
A4FD2940,2023-07-10,2023-07-14,2023,Supply Chain Attack,Malicious Link,Misconfigured S3 Bucket,User Reported,Payment Server,Critical,Zero-Day Patch,Nigeria,Australia,Healthcare,Employee Records,Automated synthetic breach entry for research dataset.
12EAA264,2023-10-25,2023-10-29,2023,API Exploit,Email Phishing,Zero-Day Vulnerability,Firewall Logs,Endpoint Devices,Low,Firewall Updated,Germany,Iran,Tech,Medical Records,Automated synthetic breach entry for research dataset.
C47F974F,2021-09-01,2021-09-04,2021,API Exploit,Malicious Link,Misconfigured S3 Bucket,External Audit,Email System,High,MFA Implemented,UAE,Nigeria,Education,System Configurations,Automated synthetic breach entry for research dataset.
0EF2D103,2016-01-07,2016-01-15,2016,DDoS,Drive-by Download,CVE-2021-44228 (Log4j),Firewall Logs,Web Server,Critical,Key Rotation,Iran,Pakistan,Banking,Financial Logs,Automated synthetic breach entry for research dataset.
F6E146C4,2023-06-30,2023-07-07,2023,Cloud Misconfiguration,Social Engineering,Unsecured API,Unusual Activity Detection,Database,Critical,Employee Terminated,Russia,Germany,Banking,Passwords,Automated synthetic breach entry for research dataset.
443835C8,2024-03-30,2024-04-05,2024,Cloud Misconfiguration,Malicious Link,Zero-Day Vulnerability,User Reported,Internal Network,Medium,Zero-Day Patch,Italy,Germany,Education,User Tokens,Automated synthetic breach entry for research dataset.
8FB096FB,2018-12-15,2018-12-20,2018,Ransomware,Social Engineering,Unpatched VPN,External Audit,Internal Network,Medium,Backups Restored,Australia,Nigeria,Retail,Internal Documents,Automated synthetic breach entry for research dataset.
698E20AB,2024-07-11,2024-07-18,2024,Supply Chain Attack,Drive-by Download,Unsecured API,SIEM Alert,Cloud Storage,Critical,System Isolation,China,Iran,Banking,Emails,Automated synthetic breach entry for research dataset.
1C7296C0,2016-11-10,2016-11-22,2016,Ransomware,USB Infection,Privilege Escalation Bug,Threat Intelligence Feed,Payment Server,High,Employee Terminated,USA,Iran,Education,Passwords,Automated synthetic breach entry for research dataset.
74F99DB5,2022-09-16,2022-09-27,2022,SQL Injection,USB Infection,CVE-2021-44228 (Log4j),Unusual Activity Detection,Email System,High,Patch Applied,India,Nigeria,Education,System Configurations,Automated synthetic breach entry for research dataset.
E058F5D3,2020-02-25,2020-03-07,2020,Supply Chain Attack,USB Infection,Misconfigured S3 Bucket,Intrusion Detection System,IoT Devices,Critical,Malware Removal,Germany,Spain,Banking,System Configurations,Automated synthetic breach entry for research dataset.
68DD45A6,2025-02-09,2025-02-10,2025,Phishing,USB Infection,Weak Password Policy,External Audit,Email System,Low,System Isolation,UAE,UAE,Finance,User Tokens,Automated synthetic breach entry for research dataset.
