Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes,Breach_Duration_Days
5AF976CD,2022-04-01,2022-04-07,2022,Ransomware,USB Infection,Zero-Day Vulnerability,Firewall Logs,Internal Network,Critical,MFA Implemented,India,Pakistan,Banking,Full Database Dump,Automated synthetic breach entry for research dataset.,6
9048DEDF,2024-06-03,2024-06-23,2024,Ransomware,Malicious Link,Outdated Firewall,AI-Based Monitoring,Web Server,Critical,Patch Applied,Iran,China,Tech,Sensitive PII,Automated synthetic breach entry for research dataset.,20
F9E34470,2016-01-15,2016-01-16,2016,Ransomware,Drive-by Download,Outdated Firewall,Firewall Logs,Email System,High,Traffic Filtering,Russia,Iran,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,1
F69DE049,2020-08-12,2020-08-17,2020,Cloud Misconfiguration,Web Exploit,Unsecured API,SIEM Alerts,IoT Devices,High,MFA Implemented,UK,South Korea,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,5
075D69A3,2021-02-19,2021-02-26,2021,Ransomware,Web Exploit,Zero-Day Vulnerability,Unusual Activity Detection,Endpoint Devices,Critical,MFA Implemented,Spain,Iran,Government,Full Database Dump,Automated synthetic breach entry for research dataset.,7
C532A4C1,2015-04-27,2015-05-05,2015,Zero-Day Exploit,Drive-by Download,Weak Password Policy,Firewall Logs,Database,Medium,System Isolation,Canada,Iran,Finance,Internal Documents,Automated synthetic breach entry for research dataset.,8
E2F203FC,2017-12-10,2017-12-12,2017,Ransomware,USB Infection,SQL Injection Flaw,Firewall Logs,Cloud Storage,High,Key Rotation,Japan,France,Finance,User Tokens,Automated synthetic breach entry for research dataset.,2
90A7C3BF,2024-01-08,2024-01-26,2024,Ransomware,Email Phishing,SQL Injection Flaw,AI-Based Monitoring,Web Server,Critical,Malware Removal,USA,South Korea,Government,Full Database Dump,Automated synthetic breach entry for research dataset.,18
007B502B,2017-02-08,2017-02-10,2017,Phishing,Web Exploit,Privilege Escalation Bug,Manual Review,IoT Devices,Medium,Malware Removal,Nigeria,Netherlands,Retail,Emails,Automated synthetic breach entry for research dataset.,2
209A5A86,2023-06-27,2023-07-05,2023,Cloud Misconfiguration,Web Exploit,Outdated Firewall,SIEM Alerts,IoT Devices,High,Employee Terminated,India,USA,Tech,Credentials,Automated synthetic breach entry for research dataset.,8
49D5D3A9,2024-12-24,2025-01-02,2024,Zero-Day Exploit,Web Exploit,Unpatched VPN,SIEM Alerts,Database,High,System Isolation,France,Canada,Telecom,Credentials,Automated synthetic breach entry for research dataset.,9
BC5351E2,2016-07-10,2016-07-12,2016,Web Exploit,Social Engineering,Zero-Day Vulnerability,Firewall Logs,Web Server,Medium,Traffic Filtering,Japan,Nigeria,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,2
40C2E515,2025-01-12,2025-01-26,2025,Cloud Misconfiguration,Web Exploit,SQL Injection Flaw,AI-Based Monitoring,Internal Network,Medium,Key Rotation,South Korea,UAE,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,14
5BDA7D53,2016-06-29,2016-06-30,2016,Phishing,Drive-by Download,CVE-2021-44228 (Log4j),Firewall Logs,Database,Low,Key Rotation,Italy,Germany,Tech,Basic Metadata,Automated synthetic breach entry for research dataset.,1
DB7F890B,2016-02-12,2016-02-13,2016,Phishing,Email Phishing,Privilege Escalation Bug,Manual Review,Payment Server,Medium,Key Rotation,Russia,India,Energy,Emails,Automated synthetic breach entry for research dataset.,1
1E126348,2017-07-17,2017-07-24,2017,Cloud Misconfiguration,Drive-by Download,SQL Injection Flaw,Manual Review,IoT Devices,High,Employee Terminated,USA,Pakistan,Retail,User Tokens,Automated synthetic breach entry for research dataset.,7
5E99944A,2021-05-02,2021-05-08,2021,Zero-Day Exploit,Compromised Vendor,Unpatched VPN,SIEM Alerts,Cloud Storage,High,Employee Terminated,Netherlands,Japan,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,6
610E5A47,2017-02-28,2017-03-03,2017,Phishing,Cloud Misconfiguration,Outdated Firewall,Firewall Logs,Payment Server,Low,System Isolation,UK,France,Government,Minimal Logs,Automated synthetic breach entry for research dataset.,3
24D59E4E,2019-11-06,2019-11-13,2019,Ransomware,Web Exploit,CVE-2021-44228 (Log4j),Manual Review,Payment Server,High,Patch Applied,Iran,USA,Telecom,Credentials,Automated synthetic breach entry for research dataset.,7
247AE8B3,2025-03-10,2025-03-27,2025,Zero-Day Exploit,Drive-by Download,Weak Password Policy,Threat Intelligence Feed,IoT Devices,High,MFA Implemented,India,Netherlands,Transportation,User Tokens,Automated synthetic breach entry for research dataset.,17
3FA99F04,2020-08-23,2020-08-30,2020,Phishing,Remote Desktop (RDP),Outdated Firewall,Unusual Activity Detection,Email System,Medium,Patch Applied,Pakistan,Netherlands,Transportation,Emails,Automated synthetic breach entry for research dataset.,7
15F24BED,2023-11-29,2023-12-10,2023,Zero-Day Exploit,USB Infection,Zero-Day Vulnerability,AI-Based Monitoring,Endpoint Devices,Medium,Traffic Filtering,Japan,Iran,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,11
5A40858B,2022-12-02,2022-12-06,2022,Zero-Day Exploit,Social Engineering,CVE-2021-44228 (Log4j),SIEM Alerts,Database,Medium,Firewall Updated,Brazil,India,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,4
5E795A14,2015-02-06,2015-02-08,2015,Phishing,Web Exploit,Zero-Day Vulnerability,Manual Review,Payment Server,Low,Zero-Day Patch,Iran,France,Banking,Basic Metadata,Automated synthetic breach entry for research dataset.,2
A4D76276,2017-08-26,2017-08-28,2017,Web Exploit,Drive-by Download,Weak Password Policy,Firewall Logs,Endpoint Devices,Medium,Employee Terminated,South Korea,Japan,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,2
B2405339,2025-03-06,2025-03-15,2025,Phishing,USB Infection,Unsecured API,Threat Intelligence Feed,Database,Medium,Firewall Updated,Brazil,South Korea,Finance,Emails,Automated synthetic breach entry for research dataset.,9
1EBE6F06,2023-08-22,2023-09-05,2023,Cloud Misconfiguration,Remote Desktop (RDP),CVE-2021-44228 (Log4j),AI-Based Monitoring,Cloud Storage,Medium,Key Rotation,South Korea,Australia,Tech,Emails,Automated synthetic breach entry for research dataset.,14
E5959DF4,2023-09-06,2023-09-13,2023,Ransomware,Remote Desktop (RDP),Outdated Firewall,AI-Based Monitoring,Email System,Critical,Traffic Filtering,Netherlands,Spain,Telecom,Full Database Dump,Automated synthetic breach entry for research dataset.,7
4C949565,2019-08-29,2019-08-31,2019,Cloud Misconfiguration,Email Phishing,Misconfigured S3 Bucket,Firewall Logs,Payment Server,High,Firewall Updated,Brazil,Canada,Retail,Credentials,Automated synthetic breach entry for research dataset.,2
B3219F91,2016-11-29,2016-12-03,2016,Web Exploit,Compromised Vendor,Outdated Firewall,Firewall Logs,Email System,Medium,System Isolation,China,Iran,Education,Internal Documents,Automated synthetic breach entry for research dataset.,4
4D45CD9B,2015-10-24,2015-10-28,2015,Phishing,Email Phishing,Unpatched VPN,Firewall Logs,Internal Network,Medium,Key Rotation,Netherlands,Pakistan,Tech,Emails,Automated synthetic breach entry for research dataset.,4
72408EC9,2017-07-05,2017-07-13,2017,Zero-Day Exploit,Email Phishing,CVE-2021-44228 (Log4j),Firewall Logs,Payment Server,Medium,Backups Restored,USA,Canada,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,8
A955542C,2019-10-18,2019-10-19,2019,Zero-Day Exploit,Remote Desktop (RDP),Privilege Escalation Bug,Firewall Logs,Endpoint Devices,Medium,Zero-Day Patch,Netherlands,Netherlands,Tech,Emails,Automated synthetic breach entry for research dataset.,1
CBC32458,2015-04-23,2015-05-01,2015,Cloud Misconfiguration,Compromised Vendor,Privilege Escalation Bug,Firewall Logs,Endpoint Devices,High,Employee Terminated,Nigeria,Russia,Telecom,Credentials,Automated synthetic breach entry for research dataset.,8
C6538843,2015-10-23,2015-10-25,2015,Phishing,USB Infection,Misconfigured S3 Bucket,Manual Review,IoT Devices,Low,Patch Applied,Pakistan,Pakistan,Retail,Basic Metadata,Automated synthetic breach entry for research dataset.,2
0E2A2ED2,2018-04-20,2018-04-24,2018,Ransomware,Email Phishing,Privilege Escalation Bug,Firewall Logs,Email System,High,Employee Terminated,Australia,Germany,Retail,Credentials,Automated synthetic breach entry for research dataset.,4
C6BBF22F,2017-03-05,2017-03-06,2017,Cloud Misconfiguration,USB Infection,CVE-2021-44228 (Log4j),Firewall Logs,Email System,Medium,MFA Implemented,China,UAE,Telecom,Internal Documents,Automated synthetic breach entry for research dataset.,1
40B6B733,2024-02-28,2024-03-04,2024,Cloud Misconfiguration,Malicious Link,Unpatched VPN,AI-Based Monitoring,Email System,High,Employee Terminated,South Korea,Brazil,Banking,User Tokens,Automated synthetic breach entry for research dataset.,5
B14C9FC7,2022-01-01,2022-01-06,2022,Ransomware,Remote Desktop (RDP),Outdated Firewall,Unusual Activity Detection,Payment Server,Critical,System Isolation,Pakistan,Japan,Tech,Sensitive PII,Automated synthetic breach entry for research dataset.,5
175EA8F3,2023-11-27,2023-12-05,2023,Cloud Misconfiguration,Malicious Link,Outdated Firewall,SIEM Alerts,Database,High,Patch Applied,Netherlands,Nigeria,Government,Transaction Logs,Automated synthetic breach entry for research dataset.,8
614FDF0D,2018-10-05,2018-10-12,2018,Ransomware,Email Phishing,Weak Password Policy,Firewall Logs,Cloud Storage,High,System Isolation,Nigeria,UK,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.,7
5B501C24,2019-02-21,2019-02-23,2019,Phishing,Malicious Link,Unsecured API,Firewall Logs,IoT Devices,Low,Key Rotation,India,Russia,Government,Minimal Logs,Automated synthetic breach entry for research dataset.,2
391FD76B,2018-08-21,2018-08-22,2018,Phishing,Drive-by Download,CVE-2021-44228 (Log4j),Firewall Logs,Email System,Medium,Traffic Filtering,USA,Nigeria,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,1
B1F46CF2,2016-12-18,2016-12-20,2016,Ransomware,Web Exploit,Unsecured API,Firewall Logs,Payment Server,High,Backups Restored,Italy,India,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,2
7A64E8D3,2018-12-23,2018-12-24,2018,Phishing,Drive-by Download,Weak Password Policy,Firewall Logs,Web Server,Medium,Backups Restored,Pakistan,Spain,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,1
A4FD2940,2023-02-08,2023-02-19,2023,Zero-Day Exploit,Malicious Link,Misconfigured S3 Bucket,SIEM Alerts,Payment Server,Medium,Zero-Day Patch,Nigeria,Australia,Healthcare,Emails,Automated synthetic breach entry for research dataset.,11
12EAA264,2023-08-01,2023-08-17,2023,Ransomware,Email Phishing,Zero-Day Vulnerability,Threat Intelligence Feed,Endpoint Devices,High,Firewall Updated,Germany,Iran,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,16
C47F974F,2021-09-24,2021-10-02,2021,Ransomware,Malicious Link,Misconfigured S3 Bucket,SIEM Alerts,Email System,High,MFA Implemented,UAE,Nigeria,Education,User Tokens,Automated synthetic breach entry for research dataset.,8
0EF2D103,2016-12-17,2016-12-18,2016,Phishing,Drive-by Download,CVE-2021-44228 (Log4j),Manual Review,Web Server,Low,Key Rotation,Iran,Pakistan,Banking,Basic Metadata,Automated synthetic breach entry for research dataset.,1
F6E146C4,2023-11-09,2023-11-19,2023,Ransomware,Social Engineering,Unsecured API,AI-Based Monitoring,Database,High,Employee Terminated,Russia,Germany,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,10
443835C8,2024-06-25,2024-07-01,2024,Zero-Day Exploit,Malicious Link,Zero-Day Vulnerability,Threat Intelligence Feed,Internal Network,High,Zero-Day Patch,Italy,Germany,Education,User Tokens,Automated synthetic breach entry for research dataset.,6
8FB096FB,2018-02-28,2018-03-02,2018,Zero-Day Exploit,Social Engineering,Unpatched VPN,Firewall Logs,Internal Network,High,Backups Restored,Australia,Nigeria,Retail,Credentials,Automated synthetic breach entry for research dataset.,2
698E20AB,2024-11-17,2024-12-05,2024,Ransomware,Drive-by Download,Unsecured API,Threat Intelligence Feed,Cloud Storage,Critical,System Isolation,China,Iran,Banking,Financial Records,Automated synthetic breach entry for research dataset.,18
1C7296C0,2016-11-17,2016-11-22,2016,Phishing,USB Infection,Privilege Escalation Bug,Firewall Logs,Payment Server,Medium,Employee Terminated,USA,Iran,Education,Internal Documents,Automated synthetic breach entry for research dataset.,5
74F99DB5,2022-03-28,2022-04-02,2022,Phishing,USB Infection,CVE-2021-44228 (Log4j),SIEM Alerts,Email System,Medium,Patch Applied,India,Nigeria,Education,Emails,Automated synthetic breach entry for research dataset.,5
E058F5D3,2020-05-20,2020-05-30,2020,Zero-Day Exploit,USB Infection,Misconfigured S3 Bucket,Unusual Activity Detection,IoT Devices,High,Malware Removal,Germany,Spain,Banking,User Tokens,Automated synthetic breach entry for research dataset.,10
68DD45A6,2025-08-01,2025-08-15,2025,Insider Threat,USB Infection,Weak Password Policy,AI-Based Monitoring,Email System,Critical,System Isolation,UAE,UAE,Finance,Full Database Dump,Automated synthetic breach entry for research dataset.,14
4571BB3C,2020-09-02,2020-09-11,2020,Phishing,USB Infection,Zero-Day Vulnerability,Firewall Logs,Payment Server,Medium,Zero-Day Patch,Australia,Canada,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,9
4468F697,2024-10-19,2024-11-02,2024,Cloud Misconfiguration,Web Exploit,Privilege Escalation Bug,AI-Based Monitoring,Cloud Storage,Medium,Zero-Day Patch,France,Russia,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,14
FB2833B3,2023-02-12,2023-03-03,2023,Ransomware,Social Engineering,CVE-2021-44228 (Log4j),AI-Based Monitoring,Web Server,Critical,Zero-Day Patch,Iran,Iran,Finance,Full Database Dump,Automated synthetic breach entry for research dataset.,19
A4D55C14,2023-06-24,2023-07-07,2023,Insider Threat,Cloud Misconfiguration,Outdated Firewall,AI-Based Monitoring,Payment Server,Critical,Firewall Updated,Canada,Netherlands,Banking,Sensitive PII,Automated synthetic breach entry for research dataset.,13
7816010E,2023-12-25,2023-12-31,2023,Cloud Misconfiguration,Social Engineering,Outdated Firewall,Threat Intelligence Feed,Database,Medium,Zero-Day Patch,Canada,South Korea,Tech,Emails,Automated synthetic breach entry for research dataset.,6
DA0918DB,2022-12-06,2022-12-13,2022,Cloud Misconfiguration,Cloud Misconfiguration,Misconfigured S3 Bucket,SIEM Alerts,Internal Network,High,Key Rotation,Iran,Canada,Transportation,User Tokens,Automated synthetic breach entry for research dataset.,7
ADC1C529,2018-09-04,2018-09-12,2018,Ransomware,Email Phishing,Weak Password Policy,Firewall Logs,IoT Devices,High,Key Rotation,Iran,Pakistan,Banking,Credentials,Automated synthetic breach entry for research dataset.,8
9B8631C7,2015-12-13,2015-12-19,2015,Phishing,Social Engineering,Weak Password Policy,Firewall Logs,Web Server,Medium,Backups Restored,Australia,Japan,Retail,Emails,Automated synthetic breach entry for research dataset.,6
875954DC,2018-05-13,2018-05-14,2018,Zero-Day Exploit,Cloud Misconfiguration,Privilege Escalation Bug,Firewall Logs,IoT Devices,High,Zero-Day Patch,Italy,Italy,Retail,User Tokens,Automated synthetic breach entry for research dataset.,1
D4B5B3E0,2023-12-28,2024-01-17,2023,Ransomware,Cloud Misconfiguration,Outdated Firewall,Threat Intelligence Feed,Internal Network,High,Traffic Filtering,South Korea,France,Government,Credentials,Automated synthetic breach entry for research dataset.,20
C1CADBA6,2024-05-19,2024-06-01,2024,Zero-Day Exploit,Drive-by Download,Misconfigured S3 Bucket,Threat Intelligence Feed,Email System,High,Backups Restored,UK,Iran,Finance,Credentials,Automated synthetic breach entry for research dataset.,13
106E4234,2019-06-11,2019-06-19,2019,Phishing,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,IoT Devices,Medium,MFA Implemented,Netherlands,China,Government,Emails,Automated synthetic breach entry for research dataset.,8
A62887EF,2016-03-13,2016-03-16,2016,Zero-Day Exploit,Remote Desktop (RDP),Weak Password Policy,Firewall Logs,Email System,High,Traffic Filtering,South Korea,China,Retail,Credentials,Automated synthetic breach entry for research dataset.,3
C99F8F58,2023-12-10,2023-12-17,2023,Ransomware,Malicious Link,Zero-Day Vulnerability,AI-Based Monitoring,Endpoint Devices,Critical,Traffic Filtering,Netherlands,Pakistan,Tech,Financial Records,Automated synthetic breach entry for research dataset.,7
EBCC8B94,2016-02-10,2016-02-18,2016,Ransomware,Remote Desktop (RDP),Zero-Day Vulnerability,Firewall Logs,Cloud Storage,High,Employee Terminated,South Korea,Russia,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,8
F784E546,2024-06-22,2024-07-02,2024,Phishing,Drive-by Download,Zero-Day Vulnerability,Threat Intelligence Feed,Cloud Storage,Low,Backups Restored,UAE,India,Telecom,Minimal Logs,Automated synthetic breach entry for research dataset.,10
8C038109,2017-10-18,2017-10-21,2017,Phishing,Cloud Misconfiguration,Privilege Escalation Bug,Manual Review,Cloud Storage,Low,MFA Implemented,France,Canada,Manufacturing,Minimal Logs,Automated synthetic breach entry for research dataset.,3
75C4F36D,2023-08-31,2023-09-07,2023,Cloud Misconfiguration,Email Phishing,CVE-2021-44228 (Log4j),AI-Based Monitoring,Payment Server,High,Employee Terminated,China,Italy,Transportation,User Tokens,Automated synthetic breach entry for research dataset.,7
20725C8D,2024-01-25,2024-02-13,2024,Ransomware,Drive-by Download,Misconfigured S3 Bucket,AI-Based Monitoring,IoT Devices,Critical,Key Rotation,Brazil,Canada,Telecom,Financial Records,Automated synthetic breach entry for research dataset.,19
E4EF1E6A,2018-07-07,2018-07-15,2018,Phishing,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Email System,Medium,Traffic Filtering,Pakistan,Australia,Energy,Emails,Automated synthetic breach entry for research dataset.,8
932CE4F3,2023-06-07,2023-06-22,2023,Cloud Misconfiguration,Malicious Link,Unsecured API,Threat Intelligence Feed,Internal Network,High,Traffic Filtering,UAE,Spain,Healthcare,Transaction Logs,Automated synthetic breach entry for research dataset.,15
74C7615B,2021-10-01,2021-10-12,2021,Zero-Day Exploit,Email Phishing,SQL Injection Flaw,SIEM Alerts,Endpoint Devices,High,Patch Applied,Nigeria,Canada,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,11
3DDB34B1,2015-04-06,2015-04-12,2015,Phishing,Compromised Vendor,Zero-Day Vulnerability,Firewall Logs,Web Server,Low,Malware Removal,Iran,Nigeria,Government,Basic Metadata,Automated synthetic breach entry for research dataset.,6
E8026328,2025-03-22,2025-04-09,2025,Cloud Misconfiguration,Cloud Misconfiguration,SQL Injection Flaw,AI-Based Monitoring,IoT Devices,High,Patch Applied,Japan,China,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.,18
E498BD33,2023-01-25,2023-02-09,2023,Web Exploit,Cloud Misconfiguration,Unpatched VPN,SIEM Alerts,Payment Server,Medium,Backups Restored,Italy,Canada,Government,Emails,Automated synthetic breach entry for research dataset.,15
0EB1CF15,2020-01-16,2020-01-25,2020,Web Exploit,Compromised Vendor,Unpatched VPN,Firewall Logs,Email System,Low,MFA Implemented,India,Japan,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,9
AF68ECA1,2023-01-13,2023-01-22,2023,Zero-Day Exploit,Drive-by Download,Privilege Escalation Bug,AI-Based Monitoring,Email System,High,Employee Terminated,Pakistan,South Korea,Tech,Credentials,Automated synthetic breach entry for research dataset.,9
3000FA20,2019-08-30,2019-09-06,2019,Insider Threat,Compromised Vendor,CVE-2021-44228 (Log4j),Firewall Logs,Email System,Critical,Backups Restored,Pakistan,UAE,Government,Full Database Dump,Automated synthetic breach entry for research dataset.,7
B6137E33,2025-01-01,2025-01-08,2025,Zero-Day Exploit,Drive-by Download,CVE-2021-44228 (Log4j),AI-Based Monitoring,Email System,Medium,Employee Terminated,Iran,Pakistan,Retail,Emails,Automated synthetic breach entry for research dataset.,7
36B4C028,2020-04-06,2020-04-16,2020,Phishing,Drive-by Download,Misconfigured S3 Bucket,SIEM Alerts,Database,Medium,Employee Terminated,Australia,France,Government,Emails,Automated synthetic breach entry for research dataset.,10
38F24428,2025-09-04,2025-09-11,2025,Ransomware,Remote Desktop (RDP),Weak Password Policy,AI-Based Monitoring,IoT Devices,Critical,Backups Restored,China,Pakistan,Government,Full Database Dump,Automated synthetic breach entry for research dataset.,7
066DEB73,2022-04-03,2022-04-09,2022,Zero-Day Exploit,Email Phishing,Privilege Escalation Bug,SIEM Alerts,IoT Devices,Medium,Employee Terminated,Nigeria,India,Energy,Emails,Automated synthetic breach entry for research dataset.,6
AE93ECBA,2021-04-19,2021-04-24,2021,Phishing,USB Infection,Unpatched VPN,Firewall Logs,Endpoint Devices,Medium,Firewall Updated,Netherlands,Germany,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,5
DDF245F4,2016-12-12,2016-12-17,2016,Cloud Misconfiguration,Web Exploit,Unpatched VPN,Firewall Logs,Internal Network,Medium,Malware Removal,Iran,China,Finance,Internal Documents,Automated synthetic breach entry for research dataset.,5
EC0D02F7,2016-03-18,2016-03-26,2016,Zero-Day Exploit,Malicious Link,CVE-2021-44228 (Log4j),Firewall Logs,Email System,Medium,Key Rotation,UK,UK,Transportation,Emails,Automated synthetic breach entry for research dataset.,8
E7661423,2015-07-28,2015-08-03,2015,Insider Threat,Drive-by Download,CVE-2021-44228 (Log4j),Firewall Logs,Cloud Storage,Critical,Employee Terminated,USA,Spain,Manufacturing,Sensitive PII,Automated synthetic breach entry for research dataset.,6
599FC7D7,2023-12-20,2023-12-29,2023,Web Exploit,Compromised Vendor,Zero-Day Vulnerability,AI-Based Monitoring,Payment Server,Medium,Firewall Updated,France,France,Education,Emails,Automated synthetic breach entry for research dataset.,9
25C6EE08,2018-10-30,2018-11-03,2018,Phishing,Social Engineering,Unsecured API,Firewall Logs,Web Server,Medium,Firewall Updated,Nigeria,Japan,Energy,Emails,Automated synthetic breach entry for research dataset.,4
507CBDFD,2017-06-07,2017-06-11,2017,Insider Threat,Remote Desktop (RDP),SQL Injection Flaw,Firewall Logs,Payment Server,High,Malware Removal,USA,South Korea,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,4
A1CEA036,2019-03-07,2019-03-11,2019,Phishing,Social Engineering,Privilege Escalation Bug,Firewall Logs,Database,Low,Firewall Updated,India,USA,Tech,Minimal Logs,Automated synthetic breach entry for research dataset.,4
143FF536,2016-04-09,2016-04-11,2016,Insider Threat,Compromised Vendor,Weak Password Policy,Manual Review,IoT Devices,High,Patch Applied,India,Iran,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,2
B1FB33E8,2025-07-23,2025-08-08,2025,Insider Threat,Cloud Misconfiguration,Unsecured API,AI-Based Monitoring,Database,High,Backups Restored,Italy,Nigeria,Healthcare,Credentials,Automated synthetic breach entry for research dataset.,16
1C2875E2,2017-03-10,2017-03-17,2017,Zero-Day Exploit,USB Infection,Unsecured API,Firewall Logs,IoT Devices,High,Key Rotation,Iran,Nigeria,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.,7
6B03B6C4,2017-09-02,2017-09-04,2017,Zero-Day Exploit,Remote Desktop (RDP),Unsecured API,Manual Review,Internal Network,Medium,Key Rotation,Netherlands,UK,Finance,Emails,Automated synthetic breach entry for research dataset.,2
2B2180DD,2025-07-09,2025-07-14,2025,Ransomware,Malicious Link,Unsecured API,SIEM Alerts,Payment Server,High,Patch Applied,Brazil,UAE,Banking,Credentials,Automated synthetic breach entry for research dataset.,5
53F668AD,2015-07-02,2015-07-07,2015,Phishing,USB Infection,Outdated Firewall,Manual Review,Web Server,Medium,Zero-Day Patch,Russia,China,Healthcare,Emails,Automated synthetic breach entry for research dataset.,5
8E44BDBA,2020-07-28,2020-08-06,2020,Phishing,Web Exploit,CVE-2021-44228 (Log4j),Firewall Logs,Payment Server,Low,Firewall Updated,India,Pakistan,Finance,Basic Metadata,Automated synthetic breach entry for research dataset.,9
70E4893C,2022-05-28,2022-06-07,2022,Zero-Day Exploit,Cloud Misconfiguration,CVE-2021-44228 (Log4j),Firewall Logs,Email System,High,Employee Terminated,Italy,Netherlands,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,10
DB1CE001,2022-02-07,2022-02-11,2022,Insider Threat,Social Engineering,SQL Injection Flaw,Firewall Logs,Internal Network,Critical,Employee Terminated,UAE,Pakistan,Telecom,Sensitive PII,Automated synthetic breach entry for research dataset.,4
BFC1742C,2023-07-21,2023-08-01,2023,Ransomware,Web Exploit,Unpatched VPN,AI-Based Monitoring,Endpoint Devices,Critical,Backups Restored,Netherlands,Nigeria,Retail,Sensitive PII,Automated synthetic breach entry for research dataset.,11
D2AE6664,2021-07-13,2021-07-16,2021,Insider Threat,Social Engineering,Zero-Day Vulnerability,SIEM Alerts,IoT Devices,High,System Isolation,Nigeria,Pakistan,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,3
8BB2B25E,2021-09-24,2021-09-29,2021,Phishing,Social Engineering,Weak Password Policy,Firewall Logs,Email System,Low,Malware Removal,Spain,India,Banking,Minimal Logs,Automated synthetic breach entry for research dataset.,5
B39942C0,2019-11-26,2019-11-30,2019,Phishing,Compromised Vendor,CVE-2021-44228 (Log4j),Firewall Logs,Internal Network,Medium,MFA Implemented,Iran,Italy,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,4
7408EBAC,2020-09-11,2020-09-23,2020,Ransomware,Social Engineering,Unpatched VPN,Firewall Logs,Cloud Storage,Critical,MFA Implemented,Italy,USA,Manufacturing,Full Database Dump,Automated synthetic breach entry for research dataset.,12
7BE82CAA,2023-01-20,2023-01-26,2023,Phishing,Email Phishing,CVE-2021-44228 (Log4j),AI-Based Monitoring,Endpoint Devices,Medium,Zero-Day Patch,USA,Netherlands,Education,Internal Documents,Automated synthetic breach entry for research dataset.,6
A867C482,2016-04-20,2016-04-22,2016,Ransomware,Malicious Link,Zero-Day Vulnerability,Manual Review,Internal Network,High,Firewall Updated,Nigeria,Brazil,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,2
63DA7331,2021-04-05,2021-04-10,2021,Ransomware,Drive-by Download,Unpatched VPN,SIEM Alerts,Internal Network,Critical,Traffic Filtering,India,UK,Banking,Financial Records,Automated synthetic breach entry for research dataset.,5
A560D443,2020-07-07,2020-07-15,2020,Ransomware,Social Engineering,SQL Injection Flaw,Firewall Logs,Database,Critical,System Isolation,India,Brazil,Telecom,Financial Records,Automated synthetic breach entry for research dataset.,8
63394E1D,2023-10-25,2023-11-11,2023,Cloud Misconfiguration,Cloud Misconfiguration,Outdated Firewall,SIEM Alerts,Internal Network,Medium,Malware Removal,France,China,Energy,Emails,Automated synthetic breach entry for research dataset.,17
8BAB1BA7,2020-11-04,2020-11-11,2020,Ransomware,Malicious Link,Weak Password Policy,Firewall Logs,Database,Critical,Zero-Day Patch,Nigeria,USA,Transportation,Sensitive PII,Automated synthetic breach entry for research dataset.,7
682D1786,2017-11-20,2017-11-28,2017,Ransomware,Drive-by Download,Outdated Firewall,Firewall Logs,Email System,Critical,Malware Removal,Canada,Spain,Banking,Full Database Dump,Automated synthetic breach entry for research dataset.,8
1C0CF5F8,2020-04-15,2020-04-20,2020,Insider Threat,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Database,Critical,Backups Restored,UAE,Germany,Energy,Financial Records,Automated synthetic breach entry for research dataset.,5
62AE7C1F,2015-10-09,2015-10-16,2015,Phishing,Malicious Link,Weak Password Policy,Firewall Logs,Email System,Low,Zero-Day Patch,UK,Netherlands,Healthcare,Minimal Logs,Automated synthetic breach entry for research dataset.,7
